news_id,date,stock,name,sector,language,event_type,true_label,pred_label,score,confidence,prob_pos,prob_neg,prob_neu
N000658,2012-08-07,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,bn,earnings,positive,positive,1.0,1.0,1.0,0.0,0.0
N000053,2014-09-22,BRACBANK,BRAC Bank Limited,Bank,en,macro,negative,negative,-0.853786788880825,0.920520544052124,0.06673375517129898,0.920520544052124,0.01274567935615778
N000870,2016-10-25,POWERGRID,Power Grid Company of Bangladesh,Power,bn,earnings,positive,positive,1.0,1.0,1.0,0.0,0.0
N000277,2013-12-05,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,bn,macro,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000137,2021-01-28,DBBL,Dutch-Bangla Bank PLC,Bank,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000285,2017-03-16,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,en,earnings,positive,positive,0.9378293920308352,0.9592821598052979,0.9592821598052979,0.0214527677744627,0.019265050068497658
N000152,2020-08-04,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,en,dividend,negative,negative,-0.9648220678791404,0.9730948805809021,0.008272812701761723,0.9730948805809021,0.018632397055625916
N000655,2011-09-07,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,bn,macro,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N001438,2013-02-03,CUSTOMERS,Customer's Care PLC,Services,bn,macro,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000299,2012-09-21,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,en,dividend,positive,neutral,0.2224016785621643,0.7362958192825317,0.24305294454097748,0.02065126597881317,0.7362958192825317
N001261,2010-02-03,BEXIMCO,BEXIMCO Limited,Conglomerate,bn,regulatory,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000942,2019-11-29,SUMITPOWER,Summit Power International,Power,bn,earnings,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N001515,2020-03-20,DSEX,DSE Broad Index,Index,bn,macro,positive,positive,1.0,1.0,1.0,0.0,0.0
N000230,2012-05-17,EBL,Eastern Bank PLC,Bank,en,dividend,negative,negative,-0.9613337684422731,0.9717118740081787,0.010378105565905571,0.9717118740081787,0.017910001799464226
N000176,2016-06-02,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,bn,dividend,neutral,positive,1.0,1.0,1.0,0.0,0.0
N000122,2025-08-23,DBBL,Dutch-Bangla Bank PLC,Bank,en,macro,negative,negative,-0.4578382670879364,0.7197883129119873,0.2619500458240509,0.7197883129119873,0.01826164312660694
N001433,2017-07-18,CUSTOMERS,Customer's Care PLC,Services,en,scandal,negative,negative,-0.9299341877922416,0.9404297471046448,0.010495559312403202,0.9404297471046448,0.0490746945142746
N001549,2022-12-02,DSEX,DSE Broad Index,Index,bn,regulatory,positive,negative,-1.0,1.0,0.0,1.0,0.0
N000726,2026-04-13,GP,Grameenphone Limited,Telecom,en,expansion,positive,positive,0.6972710462287068,0.7084383964538574,0.7084383964538574,0.011167350225150585,0.2803942561149597
N000304,2012-11-23,MUTUALTRUST,Mutual Trust Bank Limited,Bank,en,scandal,negative,negative,-0.923094917088747,0.9330592155456543,0.009964298456907272,0.9330592155456543,0.05697658285498619
N001058,2024-06-06,MARICO,Marico Bangladesh Limited,Consumer,en,expansion,negative,negative,-0.9459763607010245,0.9552218317985535,0.009245471097528934,0.9552218317985535,0.03553279861807823
N000311,2022-03-28,MUTUALTRUST,Mutual Trust Bank Limited,Bank,en,expansion,neutral,neutral,0.03401314467191696,0.9263051152229309,0.05385403707623482,0.019840892404317856,0.9263051152229309
N000266,2016-06-08,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,en,scandal,negative,negative,-0.9516429929062724,0.9667130708694458,0.01507007796317339,0.9667130708694458,0.018216850236058235
N000538,2014-08-28,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000738,2014-10-09,GP,Grameenphone Limited,Telecom,bn,earnings,neutral,positive,1.0,1.0,1.0,0.0,0.0
N001119,2013-09-24,UNILEVER,Unilever Consumer Care,Consumer,bn,regulatory,positive,negative,-1.0,1.0,0.0,1.0,0.0
N000914,2012-12-14,SUMITPOWER,Summit Power International,Power,en,dividend,neutral,neutral,0.07740950491279364,0.8993391990661621,0.08903513848781586,0.01162563357502222,0.8993391990661621
N000467,2013-02-01,SIBL,Social Islami Bank Limited,Bank,en,scandal,negative,negative,-0.9318096833303571,0.9418901205062866,0.010080437175929546,0.9418901205062866,0.048029474914073944
N000893,2015-12-22,POWERGRID,Power Grid Company of Bangladesh,Power,en,scandal,negative,negative,-0.9485596194863319,0.963921844959259,0.015362225472927094,0.963921844959259,0.020715875551104546
N000932,2025-08-12,SUMITPOWER,Summit Power International,Power,en,regulatory,positive,positive,0.6204008888453245,0.6511169672012329,0.6511169672012329,0.030716078355908394,0.31816697120666504
N000010,2015-03-23,BANKASIA,Bank Asia Limited,Bank,bn,earnings,negative,positive,1.0,1.0,1.0,0.0,0.0
N000908,2025-05-07,SUMITPOWER,Summit Power International,Power,bn,expansion,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000607,2021-10-04,ACI,ACI Limited,Pharma,bn,regulatory,positive,positive,1.0,1.0,1.0,0.0,0.0
N000224,2014-09-26,EBL,Eastern Bank PLC,Bank,en,expansion,negative,negative,-0.9499403620138764,0.9590449333190918,0.009104571305215359,0.9590449333190918,0.03185049444437027
N001220,2014-11-21,WALTONHIL,Walton Hi-Tech Industries,Electronics,bn,dividend,positive,positive,1.0,1.0,1.0,0.0,0.0
N000164,2020-12-11,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,bn,regulatory,positive,positive,1.0,1.0,1.0,0.0,0.0
N000004,2026-01-22,BANKASIA,Bank Asia Limited,Bank,en,macro,neutral,positive,0.27241890132427216,0.43475013971328735,0.43475013971328735,0.1623312383890152,0.40291860699653625
N000189,2025-01-14,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,bn,macro,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N001059,2011-04-05,MARICO,Marico Bangladesh Limited,Consumer,en,expansion,neutral,neutral,0.031966181471943855,0.9270883798599243,0.05243890732526779,0.020472725853323936,0.9270883798599243
N000279,2014-06-23,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,bn,earnings,negative,positive,1.0,1.0,1.0,0.0,0.0
N001007,2019-04-30,LAFARGECEM,LafargeHolcim Bangladesh,Cement,en,scandal,negative,negative,-0.9477551067247987,0.9566673040390015,0.008912197314202785,0.9566673040390015,0.03442058339715004
N000411,2021-10-22,PRIMEBANK,Prime Bank Limited,Bank,en,expansion,negative,negative,-0.9456140631809831,0.9552660584449768,0.00965199526399374,0.9552660584449768,0.035081930458545685
N001531,2010-03-01,DSEX,DSE Broad Index,Index,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000799,2021-06-18,BSCCL,Bangladesh Submarine Cable Company,Telecom,en,dividend,neutral,neutral,0.09030513372272253,0.8861291408538818,0.10208801180124283,0.011782878078520298,0.8861291408538818
N001066,2025-05-06,MARICO,Marico Bangladesh Limited,Consumer,bn,regulatory,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N001126,2016-07-02,UNILEVER,Unilever Consumer Care,Consumer,en,regulatory,neutral,neutral,0.09892514534294605,0.8647233843803406,0.11710088700056076,0.018175741657614708,0.8647233843803406
N000522,2018-08-04,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,dividend,positive,positive,0.9021605160087347,0.918942391872406,0.918942391872406,0.016781875863671303,0.06427578628063202
N001467,2024-04-30,DSEX,DSE Broad Index,Index,en,macro,neutral,positive,0.28990741074085236,0.4412231147289276,0.4412231147289276,0.15131570398807526,0.40746110677719116
N000449,2019-08-28,PRIMEBANK,Prime Bank Limited,Bank,en,earnings,positive,positive,0.9384046103805304,0.9588577151298523,0.9588577151298523,0.020453104749321938,0.020689211785793304
N001196,2019-06-21,BATBC,British American Tobacco Bangladesh,Tobacco,en,scandal,negative,negative,-0.9108321452513337,0.921605110168457,0.010772964917123318,0.921605110168457,0.06762202084064484
N000951,2025-08-08,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,bn,earnings,positive,positive,1.0,1.0,1.0,0.0,0.0
N001500,2020-06-23,DSEX,DSE Broad Index,Index,en,expansion,positive,positive,0.5907703917473555,0.6027864217758179,0.6027864217758179,0.01201603002846241,0.3851975202560425
N000892,2020-12-10,POWERGRID,Power Grid Company of Bangladesh,Power,en,scandal,negative,negative,-0.9444794123992324,0.9538119435310364,0.00933253113180399,0.9538119435310364,0.03685549274086952
N000546,2011-06-13,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,dividend,neutral,neutral,0.06920608598738909,0.9066499471664429,0.08127808570861816,0.012071999721229076,0.9066499471664429
N000702,2012-09-04,GP,Grameenphone Limited,Telecom,en,scandal,negative,negative,-0.9337820522487164,0.9436536431312561,0.00987159088253975,0.9436536431312561,0.04647474363446236
N001414,2015-05-13,CUSTOMERS,Customer's Care PLC,Services,en,scandal,negative,negative,-0.9521246561780572,0.965461254119873,0.013336597941815853,0.965461254119873,0.021202098578214645
N001412,2012-05-08,CUSTOMERS,Customer's Care PLC,Services,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001040,2011-09-13,LAFARGECEM,LafargeHolcim Bangladesh,Cement,bn,macro,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001248,2011-03-03,WALTONHIL,Walton Hi-Tech Industries,Electronics,bn,expansion,positive,positive,1.0,1.0,1.0,0.0,0.0
N000195,2022-08-31,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,en,dividend,positive,positive,0.9060020409524441,0.9215664267539978,0.9215664267539978,0.015564385801553726,0.06286919862031937
N000711,2026-03-27,GP,Grameenphone Limited,Telecom,en,regulatory,negative,negative,-0.9138388950377703,0.9238082766532898,0.009969381615519524,0.9238082766532898,0.06622223556041718
N000814,2016-05-20,ROBI,Robi Axiata Limited,Telecom,bn,expansion,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000063,2020-07-22,BRACBANK,BRAC Bank Limited,Bank,en,dividend,positive,positive,0.7886330187320709,0.8045540452003479,0.8045540452003479,0.015921026468276978,0.17952489852905273
N001534,2017-12-26,DSEX,DSE Broad Index,Index,bn,expansion,positive,positive,1.0,1.0,1.0,0.0,0.0
N000047,2026-01-23,BANKASIA,Bank Asia Limited,Bank,en,expansion,negative,negative,-0.9384358301758766,0.9503171443939209,0.011881314218044281,0.9503171443939209,0.037801552563905716
N001511,2022-09-08,DSEX,DSE Broad Index,Index,bn,dividend,positive,positive,1.0,1.0,1.0,0.0,0.0
N000133,2024-01-08,DBBL,Dutch-Bangla Bank PLC,Bank,en,regulatory,neutral,neutral,0.0800749845802784,0.8772269487380981,0.10142400860786438,0.021349024027585983,0.8772269487380981
N001540,2018-12-21,DSEX,DSE Broad Index,Index,en,macro,neutral,positive,0.40277664363384247,0.5729663968086243,0.5729663968086243,0.1701897531747818,0.25684383511543274
N000281,2011-01-27,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,bn,macro,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001353,2023-08-11,JAMUNAOIL,Jamuna Oil Company,Fuel,en,regulatory,positive,positive,0.7855454441159964,0.8090986013412476,0.8090986013412476,0.023553157225251198,0.16734829545021057
N001461,2013-12-05,DSEX,DSE Broad Index,Index,en,scandal,negative,negative,-0.9243765044957399,0.9336864352226257,0.009309930726885796,0.9336864352226257,0.05700357258319855
N000023,2014-01-03,BANKASIA,Bank Asia Limited,Bank,en,regulatory,positive,positive,0.7540489863604307,0.7720540165901184,0.7720540165901184,0.01800503022968769,0.20994096994400024
N001132,2018-02-05,UNILEVER,Unilever Consumer Care,Consumer,en,scandal,negative,negative,-0.9543135799467564,0.9667952656745911,0.012481685727834702,0.9667952656745911,0.02072306163609028
N000516,2017-10-11,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,regulatory,neutral,neutral,0.070070531219244,0.8875732421875,0.09124864637851715,0.021178115159273148,0.8875732421875
N000537,2020-01-31,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,scandal,negative,negative,-0.9291409878060222,0.9392348527908325,0.010093864984810352,0.9392348527908325,0.050671253353357315
N001361,2019-02-15,JAMUNAOIL,Jamuna Oil Company,Fuel,en,earnings,negative,negative,-0.9670096319168806,0.9758461713790894,0.008836539462208748,0.9758461713790894,0.015317327342927456
N000495,2010-01-08,SIBL,Social Islami Bank Limited,Bank,en,earnings,positive,positive,0.9363525360822678,0.9583464860916138,0.9583464860916138,0.02199395000934601,0.019659528508782387
N001477,2014-07-11,DSEX,DSE Broad Index,Index,en,dividend,negative,negative,-0.9654002757743001,0.9736385941505432,0.008238318376243114,0.9736385941505432,0.01812310703098774
N001509,2019-04-30,DSEX,DSE Broad Index,Index,en,scandal,negative,negative,-0.9333841586485505,0.9436383247375488,0.010254166088998318,0.9436383247375488,0.046107444912195206
N000121,2021-12-24,DBBL,Dutch-Bangla Bank PLC,Bank,en,dividend,negative,negative,-0.9647555146366358,0.9730390906333923,0.008283575996756554,0.9730390906333923,0.01867738738656044
N000735,2018-01-17,GP,Grameenphone Limited,Telecom,bn,expansion,negative,neutral,0.0,0.0,0.5,0.5,1.0
N000967,2021-02-23,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,en,dividend,negative,negative,-0.9625484701246023,0.9723172783851624,0.009768808260560036,0.9723172783851624,0.017913853749632835
N000460,2018-09-21,SIBL,Social Islami Bank Limited,Bank,en,earnings,neutral,neutral,0.005054013803601265,0.9502037763595581,0.027425121515989304,0.02237110771238804,0.9502037763595581
N001244,2010-08-24,WALTONHIL,Walton Hi-Tech Industries,Electronics,bn,expansion,negative,neutral,0.0,0.0,0.5,0.5,1.0
N001021,2015-10-06,LAFARGECEM,LafargeHolcim Bangladesh,Cement,bn,earnings,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000356,2020-07-01,NCCBANK,National Credit & Commerce Bank,Bank,en,expansion,positive,positive,0.7441195109859109,0.7571583390235901,0.7571583390235901,0.013038828037679195,0.22980286180973053
N000574,2011-01-28,RENATA,Renata Limited,Pharma,en,macro,negative,negative,-0.8580025732517242,0.9226479530334473,0.06464537978172302,0.9226479530334473,0.012706679292023182
N001381,2018-02-21,JAMUNAOIL,Jamuna Oil Company,Fuel,en,earnings,negative,negative,-0.9650275902822614,0.9758085012435913,0.010780910961329937,0.9758085012435913,0.013410612940788269
N001362,2023-02-23,JAMUNAOIL,Jamuna Oil Company,Fuel,en,macro,positive,positive,0.9323333315551281,0.9539384841918945,0.9539384841918945,0.021605152636766434,0.02445639856159687
N000778,2024-09-25,BSCCL,Bangladesh Submarine Cable Company,Telecom,bn,regulatory,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001529,2015-04-08,DSEX,DSE Broad Index,Index,en,scandal,negative,negative,-0.9513188870623708,0.9658219814300537,0.014503094367682934,0.9658219814300537,0.01967490091919899
N000913,2013-06-05,SUMITPOWER,Summit Power International,Power,en,scandal,negative,negative,-0.9490686962381005,0.9580416679382324,0.008972971700131893,0.9580416679382324,0.032985370606184006
N001281,2011-11-01,BEXIMCO,BEXIMCO Limited,Conglomerate,en,regulatory,positive,positive,0.8103722976520658,0.8189612627029419,0.8189612627029419,0.00858896505087614,0.1724497377872467
N001161,2012-10-11,BATBC,British American Tobacco Bangladesh,Tobacco,bn,regulatory,positive,positive,1.0,1.0,1.0,0.0,0.0
N001459,2022-10-08,DSEX,DSE Broad Index,Index,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000429,2022-06-29,PRIMEBANK,Prime Bank Limited,Bank,en,regulatory,neutral,neutral,0.06777274236083031,0.8923379778862,0.08771736919879913,0.019944626837968826,0.8923379778862
N001493,2015-05-05,DSEX,DSE Broad Index,Index,en,macro,neutral,positive,0.27520476281642914,0.4294682443141937,0.4294682443141937,0.1542634814977646,0.4162682890892029
N001415,2014-02-18,CUSTOMERS,Customer's Care PLC,Services,en,earnings,negative,negative,-0.9650940159335732,0.9751377701759338,0.010043754242360592,0.9751377701759338,0.014818522147834301
N001547,2015-10-12,DSEX,DSE Broad Index,Index,bn,macro,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001405,2013-02-01,CUSTOMERS,Customer's Care PLC,Services,en,earnings,positive,positive,0.9340230077505112,0.95728600025177,0.95728600025177,0.02326299250125885,0.019451119005680084
N000739,2013-05-02,GP,Grameenphone Limited,Telecom,en,expansion,negative,negative,-0.9167267233133316,0.9303227066993713,0.013595983386039734,0.9303227066993713,0.056081414222717285
N000547,2017-06-09,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,earnings,positive,positive,0.9393190778791904,0.9595865607261658,0.9595865607261658,0.020267482846975327,0.0201459601521492
N000207,2015-02-13,EBL,Eastern Bank PLC,Bank,en,scandal,negative,negative,-0.9277478493750095,0.9380065202713013,0.010258670896291733,0.9380065202713013,0.051734890788793564
N000780,2018-01-25,BSCCL,Bangladesh Submarine Cable Company,Telecom,en,dividend,neutral,neutral,0.09030513372272253,0.8861291408538818,0.10208801180124283,0.011782878078520298,0.8861291408538818
N001357,2017-04-18,JAMUNAOIL,Jamuna Oil Company,Fuel,en,dividend,positive,positive,0.8759117852896452,0.8900339007377625,0.8900339007377625,0.014122115448117256,0.09584392607212067
N000743,2010-11-26,GP,Grameenphone Limited,Telecom,en,scandal,negative,negative,-0.9197886381298304,0.9300454258918762,0.01025678776204586,0.9300454258918762,0.05969781428575516
N000309,2010-08-20,MUTUALTRUST,Mutual Trust Bank Limited,Bank,bn,macro,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N001382,2024-04-26,JAMUNAOIL,Jamuna Oil Company,Fuel,en,expansion,neutral,neutral,0.03914518468081951,0.9227089285850525,0.05821811035275459,0.01907292567193508,0.9227089285850525
N000634,2024-02-26,ACI,ACI Limited,Pharma,en,dividend,negative,negative,-0.9657149007543921,0.9735984802246094,0.007883579470217228,0.9735984802246094,0.018517866730690002
N001458,2013-03-14,DSEX,DSE Broad Index,Index,en,scandal,negative,negative,-0.9333841586485505,0.9436383247375488,0.010254166088998318,0.9436383247375488,0.046107444912195206
N000077,2016-05-13,BRACBANK,BRAC Bank Limited,Bank,bn,regulatory,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000102,2012-06-04,DBBL,Dutch-Bangla Bank PLC,Bank,en,regulatory,positive,positive,0.8356861267238855,0.8510776162147522,0.8510776162147522,0.015391489490866661,0.1335308700799942
N000948,2018-01-29,SUMITPOWER,Summit Power International,Power,en,earnings,positive,positive,0.9412759281694889,0.9609912633895874,0.9609912633895874,0.019715335220098495,0.01929330639541149
N000457,2013-09-08,SIBL,Social Islami Bank Limited,Bank,en,macro,positive,positive,0.9323177933692932,0.9539474248886108,0.9539474248886108,0.021629631519317627,0.024422984570264816
N001365,2019-07-04,JAMUNAOIL,Jamuna Oil Company,Fuel,bn,regulatory,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000198,2010-07-30,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,en,expansion,positive,positive,0.8371171914041042,0.8466557860374451,0.8466557860374451,0.009538594633340836,0.1438056379556656
N001280,2020-06-03,BEXIMCO,BEXIMCO Limited,Conglomerate,en,macro,neutral,positive,0.3048819303512573,0.4562303125858307,0.4562303125858307,0.15134838223457336,0.3924213945865631
N000838,2023-12-20,ROBI,Robi Axiata Limited,Telecom,en,scandal,negative,negative,-0.9247257998213172,0.9350996613502502,0.010373861528933048,0.9350996613502502,0.05452646687626839
N000671,2016-03-28,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,en,earnings,neutral,neutral,0.006329776719212532,0.9511594176292419,0.027585148811340332,0.0212553720921278,0.9511594176292419
N000906,2021-03-25,SUMITPOWER,Summit Power International,Power,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001333,2013-04-15,TITASGAS,Titas Gas Transmission,Gas,en,macro,negative,negative,-0.9190125092864037,0.9526218771934509,0.03360936790704727,0.9526218771934509,0.013768765144050121
N001465,2011-09-19,DSEX,DSE Broad Index,Index,en,earnings,neutral,neutral,0.010124610736966133,0.9488593339920044,0.03063266910612583,0.0205080583691597,0.9488593339920044
N000043,2023-02-07,BANKASIA,Bank Asia Limited,Bank,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000124,2020-09-18,DBBL,Dutch-Bangla Bank PLC,Bank,en,earnings,positive,positive,0.9381038472056389,0.9589503407478333,0.9589503407478333,0.020846493542194366,0.020203132182359695
N000617,2017-10-27,ACI,ACI Limited,Pharma,en,scandal,negative,negative,-0.9248618697747588,0.9345196485519409,0.009657778777182102,0.9345196485519409,0.055822595953941345
N001213,2010-10-29,WALTONHIL,Walton Hi-Tech Industries,Electronics,bn,expansion,positive,positive,1.0,1.0,1.0,0.0,0.0
N000645,2025-12-12,ACI,ACI Limited,Pharma,en,earnings,negative,negative,-0.9657012466341257,0.9756152033805847,0.009913956746459007,0.9756152033805847,0.01447077002376318
N001513,2024-08-07,DSEX,DSE Broad Index,Index,en,scandal,negative,negative,-0.9513188870623708,0.9658219814300537,0.014503094367682934,0.9658219814300537,0.01967490091919899
N001249,2025-01-17,WALTONHIL,Walton Hi-Tech Industries,Electronics,en,regulatory,neutral,neutral,0.09979970194399357,0.8676689863204956,0.11606534570455551,0.016265643760561943,0.8676689863204956
N000909,2021-03-30,SUMITPOWER,Summit Power International,Power,bn,expansion,positive,neutral,0.0,0.0,0.0,0.0,1.0
N000090,2018-09-26,BRACBANK,BRAC Bank Limited,Bank,en,regulatory,neutral,neutral,0.07892749644815922,0.8811600804328918,0.09888369590044022,0.019956199452280998,0.8811600804328918
N001069,2019-11-01,MARICO,Marico Bangladesh Limited,Consumer,bn,regulatory,positive,positive,1.0,1.0,1.0,0.0,0.0
N000599,2020-11-20,RENATA,Renata Limited,Pharma,en,scandal,negative,negative,-0.9245572295039892,0.9341918230056763,0.00963459350168705,0.9341918230056763,0.05617360770702362
N001287,2023-06-30,BEXIMCO,BEXIMCO Limited,Conglomerate,bn,expansion,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000283,2021-02-16,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,bn,macro,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001096,2010-04-12,MARICO,Marico Bangladesh Limited,Consumer,en,macro,neutral,positive,0.28908468782901764,0.44417476654052734,0.44417476654052734,0.1550900787115097,0.4007352292537689
N001424,2023-10-26,CUSTOMERS,Customer's Care PLC,Services,en,regulatory,positive,positive,0.8031446132808924,0.8226442337036133,0.8226442337036133,0.01949962042272091,0.15785616636276245
N000381,2011-07-06,NCCBANK,National Credit & Commerce Bank,Bank,en,earnings,neutral,neutral,0.001966262236237526,0.9509677290916443,0.02549929730594158,0.023533035069704056,0.9509677290916443
N001472,2012-10-12,DSEX,DSE Broad Index,Index,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000542,2013-11-25,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,earnings,negative,negative,-0.9653358925133944,0.975341260433197,0.010005367919802666,0.975341260433197,0.014653360471129417
N000604,2019-12-09,ACI,ACI Limited,Pharma,en,expansion,negative,negative,-0.9486598456278443,0.957862377166748,0.009202531538903713,0.957862377166748,0.03293515369296074
N001268,2015-09-22,BEXIMCO,BEXIMCO Limited,Conglomerate,en,dividend,positive,positive,0.7407675497233868,0.7588846683502197,0.7588846683502197,0.018117118626832962,0.2229982614517212
N000761,2013-12-24,BSCCL,Bangladesh Submarine Cable Company,Telecom,en,scandal,negative,negative,-0.947342493571341,0.9562854766845703,0.008942983113229275,0.9562854766845703,0.034771475940942764
N001267,2024-06-07,BEXIMCO,BEXIMCO Limited,Conglomerate,en,earnings,neutral,neutral,0.0055522918701171875,0.9507378339767456,0.027407241985201836,0.021854950115084648,0.9507378339767456
N000830,2019-03-29,ROBI,Robi Axiata Limited,Telecom,en,expansion,positive,positive,0.6004881393164396,0.6138603091239929,0.6138603091239929,0.013372169807553291,0.37276753783226013
N000760,2012-06-08,BSCCL,Bangladesh Submarine Cable Company,Telecom,bn,earnings,positive,positive,1.0,1.0,1.0,0.0,0.0
N000370,2021-07-06,NCCBANK,National Credit & Commerce Bank,Bank,en,scandal,negative,negative,-0.9476040881127119,0.9569023847579956,0.009298296645283699,0.9569023847579956,0.033799365162849426
N000340,2026-03-03,MUTUALTRUST,Mutual Trust Bank Limited,Bank,en,macro,neutral,positive,0.30466340482234955,0.4614236354827881,0.4614236354827881,0.15676023066043854,0.3818160593509674
N000134,2015-01-16,DBBL,Dutch-Bangla Bank PLC,Bank,en,macro,positive,positive,0.9328891281038523,0.9538205862045288,0.9538205862045288,0.020931458100676537,0.025247903540730476
N001147,2016-02-12,UNILEVER,Unilever Consumer Care,Consumer,en,expansion,negative,negative,-0.9576278422027826,0.9658666849136353,0.008238842710852623,0.9658666849136353,0.02589442767202854
N000789,2023-03-01,BSCCL,Bangladesh Submarine Cable Company,Telecom,en,earnings,negative,negative,-0.9647342506796122,0.9752124547958374,0.010478204116225243,0.9752124547958374,0.014309302903711796
N000566,2017-07-20,RENATA,Renata Limited,Pharma,bn,expansion,negative,neutral,0.0,0.0,0.5,0.5,1.0
N000700,2022-04-05,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,en,macro,neutral,positive,0.40569472312927246,0.5722103118896484,0.5722103118896484,0.16651558876037598,0.261274129152298
N000014,2011-04-04,BANKASIA,Bank Asia Limited,Bank,en,dividend,positive,positive,0.810762532055378,0.8261064887046814,0.8261064887046814,0.015343956649303436,0.158549502491951
N000686,2023-06-21,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,en,regulatory,negative,negative,-0.9163963068276644,0.9260554909706116,0.009659184142947197,0.9260554909706116,0.06428533792495728
N000100,2025-01-06,BRACBANK,BRAC Bank Limited,Bank,bn,earnings,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000115,2023-01-17,DBBL,Dutch-Bangla Bank PLC,Bank,bn,expansion,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000312,2025-05-13,MUTUALTRUST,Mutual Trust Bank Limited,Bank,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000343,2022-07-28,MUTUALTRUST,Mutual Trust Bank Limited,Bank,en,macro,negative,negative,-0.9115997962653637,0.9489625692367554,0.03736277297139168,0.9489625692367554,0.013674686662852764
N000373,2011-06-07,NCCBANK,National Credit & Commerce Bank,Bank,en,regulatory,positive,positive,0.7769422922283411,0.7854887843132019,0.7854887843132019,0.008546492084860802,0.20596471428871155
N000504,2024-10-07,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,expansion,positive,positive,0.7368104122579098,0.7479047775268555,0.7479047775268555,0.011094365268945694,0.24100084602832794
N000972,2020-04-21,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001088,2025-07-11,MARICO,Marico Bangladesh Limited,Consumer,en,regulatory,positive,positive,0.780798003077507,0.7987675666809082,0.7987675666809082,0.017969563603401184,0.1832628846168518
N000190,2024-09-09,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,en,earnings,negative,negative,-0.9656842360273004,0.975449800491333,0.00976556446403265,0.975449800491333,0.014784658327698708
N000442,2014-09-12,PRIMEBANK,Prime Bank Limited,Bank,bn,expansion,neutral,neutral,0.0,0.0,0.0,0.0,1.0
